,Unit_ID,ID.X,ID.resp,Study,ID.case,author,pubyear,citation,system,habitat,latitud,longitud,fcl,duration,fert_area,vol,study_typ,temp,Conversion,taxon,tax_resp_cat,tax_resp_typ,tax_resp_unit,con.mn,con.sd,con.n,fert.mn,fert.sd,fert.n,unit.conc.con,n_avail,mode,p_avail,fert.ratio.n,fert..ratio.p,log.fert.rat,n.add.m2,p.add.m2,mode2,LRR,var.LRR,log.n.av,log.p.av,log.n.add,log.p.add,st.n,st.p,st.tot,st.p.add,st.n.add,st.add.tot,X,scale,col,ID.study,ID.case,system,pr.st
148,148,277,3509,m2_2_HLH061,277,Hillebrand,2002,J N Am Benth Soc 21:349-369,marine,coastal hard bottom,44.5,-63.54,2,21,0.0625,6.25,field,12,succ,periphyton,biomass,biovolume,mm3/cm2,0.031932834,0.025852386,4,0.042929852,0.026645033,4,µmol L-1,8,both,0.6,1.403162476,1.589722035,0.403090461,1122.529981,95.3833221,both,0.295932675,0.260163598,2.079441542,-0.510825624,7.023340328,4.557903742,NA,0.852404729,NA,-1.079568945,-1.027078307,-1.053323626,-1.053323626,1.297701436,darkcyan,HLH061,277,marine,-1.081947513
149,149,278,3513,m2_2_HLH061,278,Hillebrand,2002,J N Am Benth Soc 21:349-369,marine,coastal hard bottom,44.5,-63.54,1,21,0.0625,6.25,field,12,succ,periphyton,biomass,biovolume,mm3/cm2,0.1366395,0.04123268,4,0.362156243,0.116314298,4,µmol L-1,8,both,0.6,1.403162476,1.589722035,0.403090461,1122.529981,95.3833221,both,0.974729658,0.048552953,2.079441542,-0.510825624,7.023340328,4.557903742,NA,0.852404729,NA,-1.079568945,-1.027078307,-1.053323626,-1.053323626,1.394693702,darkcyan,HLH061,278,marine,-1.081947513
150,150,279,3540,m2_2_HLH062,279,Hillebrand,2002,J N Am Benth Soc 21:349-369,marine,coastal hard bottom,44.5,-63.54,2,21,0.0625,6.25,field,16,succ,periphyton,biomass,biovolume,mm3/cm2,0.023958199,0.005181941,4,0.026426768,0.002980051,4,µmol L-1,8,both,0.6,1.079284963,1.096711895,0.084339704,863.4279704,65.8027137,both,0.098066832,0.014874505,2.079441542,-0.510825624,6.760910478,4.186661079,NA,0.852404729,NA,-1.189483638,-1.107789146,-1.148636392,-1.148636392,1.463047485,darkcyan,HLH062,279,marine,-1.179531072
151,151,280,3543,m2_2_HLH062,280,Hillebrand,2002,J N Am Benth Soc 21:349-369,marine,coastal hard bottom,44.5,-63.54,1,21,0.0625,6.25,field,16,succ,periphyton,biomass,biovolume,mm3/cm2,0.241975063,0.088204874,4,0.654051168,0.079543812,4,µmol L-1,8,both,0.6,1.079284963,1.096711895,0.084339704,863.4279704,65.8027137,both,0.994350912,0.036916481,2.079441542,-0.510825624,6.760910478,4.186661079,NA,0.852404729,NA,-1.189483638,-1.107789146,-1.148636392,-1.148636392,1.410525169,darkcyan,HLH062,280,marine,-1.179531072
153,153,282,3577,m2_2_HLH063,282,Hillebrand,2002,J N Am Benth Soc 21:349-369,marine,coastal hard bottom,44.5,-63.54,2,21,0.0625,6.25,field,12,succ,periphyton,biomass,biovolume,mm3/cm2,0.045371191,0.023909598,3,0.023730784,0.009896648,4,µmol L-1,8,both,0.6,1.28593252,1.6191765,0.373323737,1028.746016,97.15059,both,-0.648104236,0.136048693,2.079441542,-0.510825624,6.936095879,4.576262249,NA,0.852404729,NA,-1.074133499,-1.053910516,-1.064022007,-1.064022007,1.335159906,darkcyan,HLH063,282,marine,-1.09290078
152,152,281,3574,m2_2_HLH063,281,Hillebrand,2002,J N Am Benth Soc 21:349-369,marine,coastal hard bottom,44.5,-63.54,1,21,0.0625,6.25,field,12,succ,periphyton,biomass,biovolume,mm3/cm2,0.031678882,0.018224831,4,0.066798666,0.020772288,4,µmol L-1,8,both,0.6,1.28593252,1.6191765,0.373323737,1028.746016,97.15059,both,0.746032834,0.10691762,2.079441542,-0.510825624,6.936095879,4.576262249,NA,0.852404729,NA,-1.074133499,-1.053910516,-1.064022007,-1.064022007,1.349082176,darkcyan,HLH063,281,marine,-1.09290078
154,154,283,3604,m2_2_HLH064,283,Hillebrand&&,2000,Mar Ecol Prog Ser 204:27-38,marine,coastal hard bottom,54.69,10,2,23,0.0625,6.25,field,14,succ,periphyton,biomass,biovolume,mm3/cm2,0.023959024,0.002605989,4,0.046299758,0.008414323,4,µmol L-1,165,both,2,1.007281385,1.015,0.011079092,16620.14286,203,both,0.658791696,0.011214625,5.105945474,0.693147181,9.718370664,5.313205979,NA,1.693177461,NA,-0.855944825,-0.198216201,-0.527080513,-0.527080513,1.479366211,darkcyan,HLH064,283,marine,-0.543166846
155,155,284,3605,m2_2_HLH064,284,Hillebrand&&,2000,Mar Ecol Prog Ser 204:27-38,marine,coastal hard bottom,54.69,10,1,23,0.0625,6.25,field,14,succ,periphyton,biomass,biovolume,mm3/cm2,0.026248411,0.0102664,4,0.085537756,0.022324518,4,µmol L-1,165,both,2,1.007281385,1.015,0.011079092,16620.14286,203,both,1.181352415,0.055273593,5.105945474,0.693147181,9.718370664,5.313205979,NA,1.693177461,NA,-0.855944825,-0.198216201,-0.527080513,-0.527080513,1.387203123,darkcyan,HLH064,284,marine,-0.543166846
156,156,285,3754,m2_2_HLH092,285,Lever&Valiela,2005,Mar Ecol Prog Ser 294:117-129,marine,coastal soft bottom,51.58,-70.56,2,220,0.0529,NA,field,NA,succ,periphyton,biomass,chlorophyll,mg/m2,65.8,13.47219359,6,74.1,16.1666323,6,µmol L-1,7.65,both,0.5,5.594771242,4.8,1.648155734,4285.714286,312.9032258,both,0.118795694,0.01491998,2.034705648,-0.693147181,8.363042512,5.74589396,NA,0.725083753,NA,-0.727837871,-0.615050153,-0.671444012,-0.671444012,1.462871109,darkcyan,HLH092,285,marine,-0.690969754
157,157,286,3755,m2_2_HLH092,286,Lever&Valiela,2005,Mar Ecol Prog Ser 294:117-129,marine,coastal soft bottom,51.58,-70.56,1,220,0.0529,NA,field,NA,succ,periphyton,biomass,chlorophyll,mg/m2,74,18.61612205,6,86.5,20.57571384,6,µmol L-1,7.65,both,0.5,5.594771242,4.8,1.648155734,4285.714286,312.9032258,both,0.156079321,0.019978164,2.034705648,-0.693147181,8.363042512,5.74589396,NA,0.725083753,NA,-0.727837871,-0.615050153,-0.671444012,-0.671444012,1.446002976,darkcyan,HLH092,286,marine,-0.690969754
159,159,298,3919,m2_2_HLH138,298,Lever&Valiela,2005,Mar Ecol Prog Ser 294:117-129,marine,coastal soft bottom,51.58,-70.56,1,220,0.0529,NA,field,NA,succ,periphyton,biomass,chlorophyll,mg/m2,73.8,16.65653025,6,86.6,31.59841768,6,µmol L-1,9.65,both,0.45,3.922279793,2.888888889,1.225416537,4285.714286,312.9032258,both,0.159941084,0.030679251,2.266957915,-0.798507696,8.363042512,5.74589396,NA,0.651507133,NA,-0.727837871,-0.615050153,-0.671444012,-0.671444012,1.421218552,darkcyan,HLH138,298,marine,-0.690969754
158,158,297,3917,m2_2_HLH138,297,Lever&Valiela,2005,Mar Ecol Prog Ser 294:117-129,marine,coastal soft bottom,51.58,-70.56,2,220,0.0529,NA,field,NA,succ,periphyton,biomass,chlorophyll,mg/m2,56.2,16.65653025,6,72.5,19.84086692,6,µmol L-1,9.65,both,0.45,3.922279793,2.888888889,1.225416537,4285.714286,312.9032258,both,0.254669805,0.027122422,2.266957915,-0.798507696,8.363042512,5.74589396,NA,0.651507133,NA,-0.727837871,-0.615050153,-0.671444012,-0.671444012,1.428338505,darkcyan,HLH138,297,marine,-0.690969754
161,161,300,3938,m2_2_HLH143,300,Kiffney&Richardson,2001,Copeia 2001:422-429,freshwater,lake,49.28,-122.57,2,38,3,3000,field,NA,succ,periphyton,biomass,AFDM,microg/cm2,180,48.49742261,3,215,147.2243186,3,µmol L-1,4.285714286,both,0.061290323,1.666666667,0.684210528,0.161641352,7142.857143,41.935484,both,0.177681177,0.180498234,1.455287233,-2.792133311,8.873868135,3.736132342,NA,-0.740705422,NA,-1.322872747,-0.457944685,-0.890408716,-0.890408716,1.318825107,darkblue,HLH143,300,freshwater,-0.915151214
160,160,299,3937,m2_2_HLH143,299,Kiffney&Richardson,2001,Copeia 2001:422-429,freshwater,lake,49.28,-122.57,1,38,3,3000,field,NA,succ,periphyton,biomass,AFDM,microg/cm2,150,48.49742261,3,210,55.42562584,3,µmol L-1,4.285714286,both,0.061290323,1.666666667,0.684210528,0.161641352,7142.857143,41.935484,both,0.336472237,0.058064399,1.455287233,-2.792133311,8.873868135,3.736132342,NA,-0.740705422,NA,-1.322872747,-0.457944685,-0.890408716,-0.890408716,1.384357041,darkblue,HLH143,299,freshwater,-0.915151214
162,162,353,5085,m2_2_HLH359,353,Armitage&Fong,2004,Oecologia 139:560-567,marine,coastal soft bottom,34.1,-119.08,2,56,0.25,NA,field,NA,fert.fact.miss,periphyton,biomass,chlorophyll,mg/m2,570.5359246,287.4943162,5,466.0716316,107.8104098,5,none,NA,none,NA,NA,NA,NA,1408000,384000,both,-0.2022368,0.061485023,NA,NA,14.15768082,12.85839783,NA,NA,NA,1.377977972,1.16710274,1.272540356,1.272540356,1.381049678,darkcyan,HLH359,353,marine,1.299329348
163,163,354,5086,m2_2_HLH359,354,Armitage&Fong,2004,Oecologia 139:560-567,marine,coastal soft bottom,34.1,-119.08,1,56,0.25,NA,field,NA,fert.fact.miss,periphyton,biomass,chlorophyll,mg/m2,578.571552,125.7788083,5,610.714343,233.5892359,5,none,NA,none,NA,NA,NA,NA,1408000,384000,both,0.054067102,0.038711149,NA,NA,14.15768082,12.85839783,NA,NA,NA,1.377977972,1.16710274,1.272540356,1.272540356,1.407782391,darkcyan,HLH359,354,marine,1.299329348
165,165,356,5089,m2_2_HLH360,356,Armitage&Fong,2004,Oecologia 139:560-567,marine,coastal soft bottom,34.1,-119.08,1,56,0.25,NA,field,NA,fert.fact.miss,periphyton,biomass,chlorophyll,mg/m2,313.3932594,125.7787633,5,417.857483,107.8103644,5,none,NA,none,NA,NA,NA,NA,1408000,384000,both,0.287681603,0.045529108,NA,NA,14.15768082,12.85839783,NA,NA,NA,1.377977972,1.16710274,1.272540356,1.272540356,1.398409121,darkcyan,HLH360,356,marine,1.299329348
164,164,355,5088,m2_2_HLH360,355,Armitage&Fong,2004,Oecologia 139:560-567,marine,coastal soft bottom,34.1,-119.08,2,56,0.25,NA,field,NA,fert.fact.miss,periphyton,biomass,chlorophyll,mg/m2,289.2861585,71.87357384,5,433.9289235,107.8103533,5,none,NA,none,NA,NA,NA,NA,1408000,384000,both,0.405464384,0.024691271,NA,NA,14.15768082,12.85839783,NA,NA,NA,1.377977972,1.16710274,1.272540356,1.272540356,1.433764656,darkcyan,HLH360,355,marine,1.299329348
167,167,358,5093,m2_2_HLH361,358,Armitage&Fong,2004,Oecologia 139:560-567,marine,coastal soft bottom,34.1,-119.08,1,56,0.25,NA,field,NA,fert.fact.miss,periphyton,biomass,chlorophyll,mg/m2,216.9648083,53.90517749,5,257.1433493,71.87356663,5,none,NA,none,NA,NA,NA,NA,1408000,384000,both,0.169898542,0.027970524,NA,NA,14.15768082,12.85839783,NA,NA,NA,1.377977972,1.16710274,1.272540356,1.272540356,1.426559439,darkcyan,HLH361,358,marine,1.299329348
166,166,357,5092,m2_2_HLH361,357,Armitage&Fong,2004,Oecologia 139:560-567,marine,coastal soft bottom,34.1,-119.08,2,56,0.25,NA,field,NA,fert.fact.miss,periphyton,biomass,chlorophyll,mg/m2,176.7862757,107.81035,5,233.0362346,35.9367829,5,none,NA,none,NA,NA,NA,NA,1408000,384000,both,0.276252434,0.079135811,NA,NA,14.15768082,12.85839783,NA,NA,NA,1.377977972,1.16710274,1.272540356,1.272540356,1.366467699,darkcyan,HLH361,357,marine,1.299329348
169,169,360,5097,m2_2_HLH362,360,Armitage&Fong,2004,Oecologia 139:560-567,marine,coastal soft bottom,34.1,-119.08,1,56,0.25,NA,field,NA,fert.fact.miss,periphyton,biomass,chlorophyll,mg/m2,514.2858434,251.5576219,5,731.2500527,269.5260085,5,none,NA,none,NA,NA,NA,NA,1408000,384000,both,0.351976244,0.075022148,NA,NA,14.15768082,12.85839783,NA,NA,NA,1.377977972,1.16710274,1.272540356,1.272540356,1.369552104,darkcyan,HLH362,360,marine,1.299329348
168,168,359,5096,m2_2_HLH362,359,Armitage&Fong,2004,Oecologia 139:560-567,marine,coastal soft bottom,34.1,-119.08,2,56,0.25,NA,field,NA,fert.fact.miss,periphyton,biomass,chlorophyll,mg/m2,417.8573948,35.93679856,5,618.7501705,197.6523578,5,none,NA,none,NA,NA,NA,NA,1408000,384000,both,0.392561376,0.021887423,NA,NA,14.15768082,12.85839783,NA,NA,NA,1.377977972,1.16710274,1.272540356,1.272540356,1.440729286,darkcyan,HLH362,359,marine,1.299329348
171,171,362,5101,m2_2_HLH363,362,Armitage&Fong,2004,Oecologia 139:560-567,marine,coastal soft bottom,34.1,-119.08,2,56,0.25,NA,field,NA,fert.fact.miss,periphyton,biomass,chlorophyll,mg/m2,321.4289969,35.93678859,5,498.2145975,197.6523022,5,none,NA,none,NA,NA,NA,NA,1408000,384000,both,0.438254233,0.033977536,NA,NA,14.15768082,12.85839783,NA,NA,NA,1.377977972,1.16710274,1.272540356,1.272540356,1.415318489,darkcyan,HLH363,362,marine,1.299329348
170,170,361,5100,m2_2_HLH363,361,Armitage&Fong,2004,Oecologia 139:560-567,marine,coastal soft bottom,34.1,-119.08,1,56,0.25,NA,field,NA,fert.fact.miss,periphyton,biomass,chlorophyll,mg/m2,289.2861274,71.87358089,5,530.3574214,107.8103533,5,none,NA,none,NA,NA,NA,NA,1408000,384000,both,0.606134901,0.020610076,NA,NA,14.15768082,12.85839783,NA,NA,NA,1.377977972,1.16710274,1.272540356,1.272540356,1.444203701,darkcyan,HLH363,361,marine,1.299329348
173,173,364,5105,m2_2_HLH364,364,Armitage&Fong,2004,Oecologia 139:560-567,marine,coastal soft bottom,34.1,-119.08,1,56,0.25,NA,field,NA,fert.fact.miss,periphyton,biomass,chlorophyll,mg/m2,369.6432787,107.810344,5,482.1431958,107.8103399,5,none,NA,none,NA,NA,NA,NA,1408000,384000,both,0.265702728,0.027013141,NA,NA,14.15768082,12.85839783,NA,NA,NA,1.377977972,1.16710274,1.272540356,1.272540356,1.428571781,darkcyan,HLH364,364,marine,1.299329348
172,172,363,5104,m2_2_HLH364,363,Armitage&Fong,2004,Oecologia 139:560-567,marine,coastal soft bottom,34.1,-119.08,2,56,0.25,NA,field,NA,fert.fact.miss,periphyton,biomass,chlorophyll,mg/m2,225.0005295,89.84195677,5,385.7146999,107.8103418,5,none,NA,none,NA,NA,NA,NA,1408000,384000,both,0.538995221,0.047512506,NA,NA,14.15768082,12.85839783,NA,NA,NA,1.377977972,1.16710274,1.272540356,1.272540356,1.395945329,darkcyan,HLH364,363,marine,1.299329348
174,174,375,5373,m2_2_HLH501,375,Vrede&&,1999,Limnol Oceanogr 44:1616-1624,freshwater,lake,59.73,18.72,1,4,0.065,20,field,NA,succ,phytoplankton,biomass,wet biomass,microg/L,752.255,185.4246112,2,1241.99,38.29690327,2,µmol L-1,50,both,0.806451613,1.31,2.000928,0.504081332,20153.84615,496.5081886,both,0.501394849,0.03085448,3.912023005,-0.215111379,9.911150425,6.207599976,NA,1.058911448,NA,-0.591139479,-0.13892639,-0.365032935,-0.365032935,1.420889473,darkblue,HLH501,375,freshwater,-0.377258542
175,175,376,5377,m2_2_HLH501,376,Vrede&&,1999,Limnol Oceanogr 44:1616-1624,freshwater,lake,59.73,18.72,1,4,0.065,20,field,NA,succ,phytoplankton,biomass,wet biomass,microg/L,631.64,6.081118318,2,1288.725,751.3080261,2,µmol L-1,50,both,0.806451613,1.31,2.000928,0.504081332,20153.84615,496.5081886,both,0.713089025,0.169982408,3.912023005,-0.215111379,9.911150425,6.207599976,NA,1.058911448,NA,-0.591139479,-0.13892639,-0.365032935,-0.365032935,1.322293396,darkblue,HLH501,376,freshwater,-0.377258542
176,176,377,5381,m2_2_HLH501,377,Vrede&&,1999,Limnol Oceanogr 44:1616-1624,freshwater,lake,59.73,18.72,2,4,0.065,20,field,NA,succ,phytoplankton,biomass,wet biomass,microg/L,352.055,169.7692671,2,1021.02,21.80717313,2,µmol L-1,50,both,0.806451613,1.31,2.000928,0.504081332,20153.84615,496.5081886,both,1.064769993,0.116497939,3.912023005,-0.215111379,9.911150425,6.207599976,NA,1.058911448,NA,-0.591139479,-0.13892639,-0.365032935,-0.365032935,1.344123812,darkblue,HLH501,377,freshwater,-0.377258542
177,177,378,5385,m2_2_HLH501,378,Vrede&&,1999,Limnol Oceanogr 44:1616-1624,freshwater,lake,59.73,18.72,2,4,0.065,20,field,NA,succ,phytoplankton,biomass,wet biomass,microg/L,362.72,52.75016588,2,1833.555,237.5808074,2,µmol L-1,50,both,0.806451613,1.31,2.000928,0.504081332,20153.84615,496.5081886,both,1.620380798,0.018969554,3.912023005,-0.215111379,9.911150425,6.207599976,NA,1.058911448,NA,-0.591139479,-0.13892639,-0.365032935,-0.365032935,1.448996231,darkblue,HLH501,378,freshwater,-0.377258542
178,178,379,5389,m2_2_HLH502,379,Vrede&&,1999,Limnol Oceanogr 44:1616-1624,freshwater,lake,59.73,18.72,1,4,0.065,20,field,NA,succ,phytoplankton,biomass,wet biomass,microg/L,250.745,116.0432939,2,445.995,149.0368963,2,µmol L-1,50,both,0.806451613,1.31,2.000928,0.504081332,20153.84615,496.5081886,both,0.575871255,0.162923022,3.912023005,-0.215111379,9.911150425,6.207599976,NA,1.058911448,NA,-0.591139479,-0.13892639,-0.365032935,-0.365032935,1.324744245,darkblue,HLH502,379,freshwater,-0.377258542
181,181,382,5401,m2_2_HLH502,382,Vrede&&,1999,Limnol Oceanogr 44:1616-1624,freshwater,lake,59.73,18.72,2,4,0.065,20,field,NA,succ,phytoplankton,biomass,wet biomass,microg/L,155.965,23.4830162,2,309.06,55.86143571,2,µmol L-1,50,both,0.806451613,1.31,2.000928,0.504081332,20153.84615,496.5081886,both,0.68390381,0.027669654,3.912023005,-0.215111379,9.911150425,6.207599976,NA,1.058911448,NA,-0.591139479,-0.13892639,-0.365032935,-0.365032935,1.427184325,darkblue,HLH502,382,freshwater,-0.377258542
180,180,381,5397,m2_2_HLH502,381,Vrede&&,1999,Limnol Oceanogr 44:1616-1624,freshwater,lake,59.73,18.72,2,4,0.065,20,field,NA,succ,phytoplankton,biomass,wet biomass,microg/L,256.8885,142.9225439,2,969.84,240.5860112,2,µmol L-1,50,both,0.806451613,1.31,2.000928,0.504081332,20153.84615,496.5081886,both,1.328488971,0.185537151,3.912023005,-0.215111379,9.911150425,6.207599976,NA,1.058911448,NA,-0.591139479,-0.13892639,-0.365032935,-0.365032935,1.317234192,darkblue,HLH502,381,freshwater,-0.377258542
179,179,380,5393,m2_2_HLH502,380,Vrede&&,1999,Limnol Oceanogr 44:1616-1624,freshwater,lake,59.73,18.72,1,4,0.065,20,field,NA,succ,phytoplankton,biomass,wet biomass,microg/L,164.985,0.926309883,2,1101.265,298.957676,2,µmol L-1,50,both,0.806451613,1.31,2.000928,0.504081332,20153.84615,496.5081886,both,1.898360237,0.036863068,3.912023005,-0.215111379,9.911150425,6.207599976,NA,1.058911448,NA,-0.591139479,-0.13892639,-0.365032935,-0.365032935,1.410608829,darkblue,HLH502,380,freshwater,-0.377258542
185,185,386,5417,m2_2_HLH503,386,Vrede&&,1999,Limnol Oceanogr 44:1616-1624,freshwater,lake,59.73,18.72,2,4,0.065,20,field,NA,succ,phytoplankton,biomass,wet biomass,microg/L,1952.169,531.8107675,2,6065.919,1851.973471,2,µmol L-1,50,both,0.806451613,1.31,2.000928,0.504081332,20153.84615,496.5081886,both,1.133744994,0.083712933,3.912023005,-0.215111379,9.911150425,6.207599976,NA,1.058911448,NA,-0.591139479,-0.13892639,-0.365032935,-0.365032935,1.363218861,darkblue,HLH503,386,freshwater,-0.377258542
183,183,384,5409,m2_2_HLH503,384,Vrede&&,1999,Limnol Oceanogr 44:1616-1624,freshwater,lake,59.73,18.72,1,4,0.065,20,field,NA,succ,phytoplankton,biomass,wet biomass,microg/L,1693.09,448.7299633,2,5835.255,563.6418864,2,µmol L-1,50,both,0.806451613,1.31,2.000928,0.504081332,20153.84615,496.5081886,both,1.237362705,0.039787122,3.912023005,-0.215111379,9.911150425,6.207599976,NA,1.058911448,NA,-0.591139479,-0.13892639,-0.365032935,-0.365032935,1.406198323,darkblue,HLH503,384,freshwater,-0.377258542
182,182,383,5405,m2_2_HLH503,383,Vrede&&,1999,Limnol Oceanogr 44:1616-1624,freshwater,lake,59.73,18.72,1,4,0.065,20,field,NA,succ,phytoplankton,biomass,wet biomass,microg/L,1667.25,59.82123369,2,7316.755,1067.172625,2,µmol L-1,50,both,0.806451613,1.31,2.000928,0.504081332,20153.84615,496.5081886,both,1.478991361,0.011280282,3.912023005,-0.215111379,9.911150425,6.207599976,NA,1.058911448,NA,-0.591139479,-0.13892639,-0.365032935,-0.365032935,1.479028923,darkblue,HLH503,383,freshwater,-0.377258542
184,184,385,5413,m2_2_HLH503,385,Vrede&&,1999,Limnol Oceanogr 44:1616-1624,freshwater,lake,59.73,18.72,2,4,0.065,20,field,NA,succ,phytoplankton,biomass,wet biomass,microg/L,1382.702,371.9636227,2,11493.853,332.2284643,2,µmol L-1,50,both,0.806451613,1.31,2.000928,0.504081332,20153.84615,496.5081886,both,2.117772815,0.036601512,3.912023005,-0.215111379,9.911150425,6.207599976,NA,1.058911448,NA,-0.591139479,-0.13892639,-0.365032935,-0.365032935,1.411020258,darkblue,HLH503,385,freshwater,-0.377258542
188,188,389,5429,m2_2_HLH504,389,Vrede&&,1999,Limnol Oceanogr 44:1616-1624,freshwater,lake,59.73,18.72,2,4,0.065,20,field,NA,succ,phytoplankton,biomass,wet biomass,microg/L,1822.03,368.9541763,2,3309.175,128.8984951,2,µmol L-1,50,both,0.806451613,1.31,2.000928,0.504081332,20153.84615,496.5081886,both,0.596747649,0.021260982,3.912023005,-0.215111379,9.911150425,6.207599976,NA,1.058911448,NA,-0.591139479,-0.13892639,-0.365032935,-0.365032935,1.44240713,darkblue,HLH504,389,freshwater,-0.377258542
187,187,388,5425,m2_2_HLH504,388,Vrede&&,1999,Limnol Oceanogr 44:1616-1624,freshwater,lake,59.73,18.72,1,4,0.065,20,field,NA,succ,phytoplankton,biomass,wet biomass,microg/L,1368.135,154.113923,2,2789.445,168.3833378,2,µmol L-1,50,both,0.806451613,1.31,2.000928,0.504081332,20153.84615,496.5081886,both,0.712394153,0.008166411,3.912023005,-0.215111379,9.911150425,6.207599976,NA,1.058911448,NA,-0.591139479,-0.13892639,-0.365032935,-0.365032935,1.497693316,darkblue,HLH504,388,freshwater,-0.377258542
186,186,387,5421,m2_2_HLH504,387,Vrede&&,1999,Limnol Oceanogr 44:1616-1624,freshwater,lake,59.73,18.72,1,4,0.065,20,field,NA,succ,phytoplankton,biomass,wet biomass,microg/L,988.375,428.0046636,2,3475.795,1203.88465,2,µmol L-1,50,both,0.806451613,1.31,2.000928,0.504081332,20153.84615,496.5081886,both,1.257516328,0.153744726,3.912023005,-0.215111379,9.911150425,6.207599976,NA,1.058911448,NA,-0.591139479,-0.13892639,-0.365032935,-0.365032935,1.328094558,darkblue,HLH504,387,freshwater,-0.377258542
189,189,390,5433,m2_2_HLH504,390,Vrede&&,1999,Limnol Oceanogr 44:1616-1624,freshwater,lake,59.73,18.72,2,4,0.065,20,field,NA,succ,phytoplankton,biomass,wet biomass,microg/L,668.1475,83.10272446,2,2453.965,297.1191984,2,µmol L-1,50,both,0.806451613,1.31,2.000928,0.504081332,20153.84615,496.5081886,both,1.300951405,0.015064764,3.912023005,-0.215111379,9.911150425,6.207599976,NA,1.058911448,NA,-0.591139479,-0.13892639,-0.365032935,-0.365032935,1.462313117,darkblue,HLH504,390,freshwater,-0.377258542
193,193,394,5449,m2_2_HLH505,394,Vrede&&,1999,Limnol Oceanogr 44:1616-1624,freshwater,lake,59.73,18.72,2,4,0.065,20,field,NA,succ,phytoplankton,biomass,wet biomass,microg/L,1098.6,566.9157907,2,1087.175,66.84280403,2,µmol L-1,50,both,0.806451613,1.31,2.000928,0.504081332,20153.84615,496.5081886,both,-0.010454053,0.135036019,3.912023005,-0.215111379,9.911150425,6.207599976,NA,1.058911448,NA,-0.591139479,-0.13892639,-0.365032935,-0.365032935,1.335591596,darkblue,HLH505,394,freshwater,-0.377258542
190,190,391,5437,m2_2_HLH505,391,Vrede&&,1999,Limnol Oceanogr 44:1616-1624,freshwater,lake,59.73,18.72,1,4,0.065,20,field,NA,succ,phytoplankton,biomass,wet biomass,microg/L,1324.04,506.7834301,2,1332.571642,890.2639015,2,µmol L-1,50,both,0.806451613,1.31,2.000928,0.504081332,20153.84615,496.5081886,both,0.006422972,0.296416001,3.912023005,-0.215111379,9.911150425,6.207599976,NA,1.058911448,NA,-0.591139479,-0.13892639,-0.365032935,-0.365032935,1.290163884,darkblue,HLH505,391,freshwater,-0.377258542
192,192,393,5445,m2_2_HLH505,393,Vrede&&,1999,Limnol Oceanogr 44:1616-1624,freshwater,lake,59.73,18.72,2,4,0.065,20,field,NA,succ,phytoplankton,biomass,wet biomass,microg/L,868.76,116.3614919,2,1652.79,74.45834406,2,µmol L-1,50,both,0.806451613,1.31,2.000928,0.504081332,20153.84615,496.5081886,both,0.64315314,0.009984683,3.912023005,-0.215111379,9.911150425,6.207599976,NA,1.058911448,NA,-0.591139479,-0.13892639,-0.365032935,-0.365032935,1.486078281,darkblue,HLH505,393,freshwater,-0.377258542
191,191,392,5441,m2_2_HLH505,392,Vrede&&,1999,Limnol Oceanogr 44:1616-1624,freshwater,lake,59.73,18.72,1,4,0.065,20,field,NA,succ,phytoplankton,biomass,wet biomass,microg/L,697.415,305.6751904,2,2895.155,666.6673444,2,µmol L-1,50,both,0.806451613,1.31,2.000928,0.504081332,20153.84615,496.5081886,both,1.423413287,0.122564448,3.912023005,-0.215111379,9.911150425,6.207599976,NA,1.058911448,NA,-0.591139479,-0.13892639,-0.365032935,-0.365032935,1.341190715,darkblue,HLH505,392,freshwater,-0.377258542
196,196,473,5925,m2_2_HLH592,473,Mosisch&&,1999,Aquatic Bot 64:167-177,freshwater,stream,-26.82,152.75,1,49,0.1431,NA,field,NA,fert.fact.miss,periphyton,biomass,chlorophyll,microg/cm2,1.17,0.174413302,5,1,0.102859127,5,µmol L-1,5.571428571,both,0.032258065,NA,NA,NA,185000,185000,both,-0.157003749,0.006560444,1.717651497,-3.433987189,12.1281111,12.1281111,NA,-1.188932522,NA,1.161760254,0.542904413,0.852332333,0.852332333,1.510345412,darkblue,HLH592,473,freshwater,0.869110019
194,194,471,5923,m2_2_HLH592,471,Mosisch&&,1999,Aquatic Bot 64:167-177,freshwater,stream,-26.82,152.75,1,49,0.1431,NA,field,NA,fert.fact.miss,periphyton,biomass,chlorophyll,microg/cm2,0.85,0.089442719,5,1.9,0.254911749,5,µmol L-1,5.571428571,both,0.032258065,NA,NA,NA,185000,185000,both,0.804372816,0.005814533,1.717651497,-3.433987189,12.1281111,12.1281111,NA,-1.188932522,NA,1.161760254,0.542904413,0.852332333,0.852332333,1.517319304,darkblue,HLH592,471,freshwater,0.869110019
195,195,472,5924,m2_2_HLH592,472,Mosisch&&,1999,Aquatic Bot 64:167-177,freshwater,stream,-26.82,152.75,1,49,0.1431,NA,field,NA,fert.fact.miss,periphyton,biomass,chlorophyll,microg/cm2,0.83,0.053665631,5,2.07,0.272800293,5,µmol L-1,5.571428571,both,0.032258065,NA,NA,NA,185000,185000,both,0.913878185,0.004309709,1.717651497,-3.433987189,12.1281111,12.1281111,NA,-1.188932522,NA,1.161760254,0.542904413,0.852332333,0.852332333,1.53462376,darkblue,HLH592,472,freshwater,0.869110019
